fonte;origem;ano;morbidade;estado;sigla_estado;casos
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Tocantins;TO;19
datasus;internações;2022;Retardo mental;Tocantins;TO;2
datasus;internações;2022;Outros transtornos mentais e comportamentais;Tocantins;TO;71
datasus;internações;2022;Demência;Maranhão;MA;11
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Maranhão;MA;789
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Maranhão;MA;774
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Maranhão;MA;2636
datasus;internações;2022;Transtornos de humor [afetivos];Maranhão;MA;1220
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Maranhão;MA;66
datasus;internações;2022;Retardo mental;Maranhão;MA;179
datasus;internações;2022;Outros transtornos mentais e comportamentais;Maranhão;MA;101
datasus;internações;2022;Demência;Piauí;PI;24
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Piauí;PI;367
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Piauí;PI;703
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Piauí;PI;1137
datasus;internações;2022;Transtornos de humor [afetivos];Piauí;PI;577
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Piauí;PI;42
datasus;internações;2022;Retardo mental;Piauí;PI;42
datasus;internações;2022;Outros transtornos mentais e comportamentais;Piauí;PI;172
datasus;internações;2022;Demência;Ceará;CE;41
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Ceará;CE;565
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Ceará;CE;1280
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Ceará;CE;3707
datasus;internações;2022;Transtornos de humor [afetivos];Ceará;CE;1629
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Ceará;CE;131
datasus;internações;2022;Retardo mental;Ceará;CE;257
datasus;internações;2022;Outros transtornos mentais e comportamentais;Ceará;CE;879
datasus;internações;2022;Demência;Rio Grande do Norte;RN;25
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Norte;RN;190
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Norte;RN;251
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Norte;RN;1668
datasus;internações;2022;Transtornos de humor [afetivos];Rio Grande do Norte;RN;918
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Norte;RN;29
datasus;internações;2022;Retardo mental;Rio Grande do Norte;RN;46
datasus;internações;2022;Outros transtornos mentais e comportamentais;Rio Grande do Norte;RN;143
datasus;internações;2022;Demência;Paraíba;PB;32
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraíba;PB;349
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraíba;PB;633
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraíba;PB;1678
datasus;internações;2022;Transtornos de humor [afetivos];Paraíba;PB;939
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraíba;PB;28
datasus;internações;2022;Retardo mental;Paraíba;PB;94
datasus;internações;2022;Outros transtornos mentais e comportamentais;Paraíba;PB;152
datasus;internações;2022;Demência;Pernambuco;PE;95
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Pernambuco;PE;1366
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Pernambuco;PE;1058
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Pernambuco;PE;1886
datasus;internações;2022;Transtornos de humor [afetivos];Pernambuco;PE;1077
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Pernambuco;PE;132
datasus;internações;2022;Retardo mental;Pernambuco;PE;115
datasus;internações;2022;Outros transtornos mentais e comportamentais;Pernambuco;PE;362
datasus;internações;2022;Demência;Alagoas;AL;18
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Alagoas;AL;370
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Alagoas;AL;413
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Alagoas;AL;1750
datasus;internações;2022;Transtornos de humor [afetivos];Alagoas;AL;423
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Alagoas;AL;15
datasus;internações;2022;Retardo mental;Alagoas;AL;88
datasus;internações;2022;Outros transtornos mentais e comportamentais;Alagoas;AL;353
datasus;internações;2022;Demência;Sergipe;SE;2
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Sergipe;SE;47
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Sergipe;SE;152
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Sergipe;SE;534
datasus;internações;2022;Transtornos de humor [afetivos];Sergipe;SE;225
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Sergipe;SE;6
datasus;internações;2022;Retardo mental;Sergipe;SE;23
datasus;internações;2022;Outros transtornos mentais e comportamentais;Sergipe;SE;29
datasus;internações;2022;Demência;Bahia;BA;108
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Bahia;BA;899
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Bahia;BA;460
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Bahia;BA;2101
datasus;internações;2022;Transtornos de humor [afetivos];Bahia;BA;1178
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Bahia;BA;90
datasus;internações;2022;Retardo mental;Bahia;BA;75
datasus;internações;2022;Outros transtornos mentais e comportamentais;Bahia;BA;777
datasus;internações;2022;Demência;Minas Gerais;MG;606
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Minas Gerais;MG;3831
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Minas Gerais;MG;2284
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Minas Gerais;MG;5456
datasus;internações;2022;Transtornos de humor [afetivos];Minas Gerais;MG;4136
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Minas Gerais;MG;317
datasus;internações;2022;Retardo mental;Minas Gerais;MG;234
datasus;internações;2022;Outros transtornos mentais e comportamentais;Minas Gerais;MG;2406
datasus;internações;2022;Demência;Espírito Santo;ES;10
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Espírito Santo;ES;528
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Espírito Santo;ES;385
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Espírito Santo;ES;787
datasus;internações;2022;Transtornos de humor [afetivos];Espírito Santo;ES;676
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Espírito Santo;ES;40
datasus;internações;2022;Retardo mental;Espírito Santo;ES;32
datasus;internações;2022;Outros transtornos mentais e comportamentais;Espírito Santo;ES;210
datasus;internações;2022;Demência;Rio de Janeiro;RJ;432
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio de Janeiro;RJ;421
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio de Janeiro;RJ;970
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio de Janeiro;RJ;6314
datasus;internações;2022;Transtornos de humor [afetivos];Rio de Janeiro;RJ;2689
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio de Janeiro;RJ;118
datasus;internações;2022;Retardo mental;Rio de Janeiro;RJ;225
datasus;internações;2022;Outros transtornos mentais e comportamentais;Rio de Janeiro;RJ;1120
datasus;internações;2022;Demência;São Paulo;SP;620
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;São Paulo;SP;5731
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;São Paulo;SP;11566
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;São Paulo;SP;15756
datasus;internações;2022;Transtornos de humor [afetivos];São Paulo;SP;12462
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";São Paulo;SP;929
datasus;internações;2022;Retardo mental;São Paulo;SP;1372
datasus;internações;2022;Outros transtornos mentais e comportamentais;São Paulo;SP;4353
datasus;internações;2022;Demência;Paraná;PR;95
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraná;PR;3218
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraná;PR;5143
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraná;PR;5101
datasus;internações;2022;Transtornos de humor [afetivos];Paraná;PR;3021
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraná;PR;173
datasus;internações;2022;Retardo mental;Paraná;PR;207
datasus;internações;2022;Outros transtornos mentais e comportamentais;Paraná;PR;772
datasus;internações;2022;Demência;Santa Catarina;SC;227
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Santa Catarina;SC;2087
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Santa Catarina;SC;2806
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Santa Catarina;SC;3545
datasus;internações;2022;Transtornos de humor [afetivos];Santa Catarina;SC;5861
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Santa Catarina;SC;216
datasus;internações;2022;Retardo mental;Santa Catarina;SC;152
datasus;internações;2022;Outros transtornos mentais e comportamentais;Santa Catarina;SC;980
datasus;internações;2022;Demência;Rio Grande do Sul;RS;362
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Sul;RS;6028
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Sul;RS;11026
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Sul;RS;5867
datasus;internações;2022;Transtornos de humor [afetivos];Rio Grande do Sul;RS;11931
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Sul;RS;269
datasus;internações;2022;Retardo mental;Rio Grande do Sul;RS;451
datasus;internações;2022;Outros transtornos mentais e comportamentais;Rio Grande do Sul;RS;1851
datasus;internações;2022;Demência;Mato Grosso do Sul;MS;42
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso do Sul;MS;276
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso do Sul;MS;525
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso do Sul;MS;620
datasus;internações;2022;Transtornos de humor [afetivos];Mato Grosso do Sul;MS;752
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso do Sul;MS;39
datasus;internações;2022;Retardo mental;Mato Grosso do Sul;MS;43
datasus;internações;2022;Outros transtornos mentais e comportamentais;Mato Grosso do Sul;MS;131
datasus;internações;2022;Demência;Mato Grosso ;MT;7
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso ;MT;387
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso ;MT;413
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso ;MT;769
datasus;internações;2022;Transtornos de humor [afetivos];Mato Grosso ;MT;437
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso ;MT;77
datasus;internações;2022;Retardo mental;Mato Grosso ;MT;19
datasus;internações;2022;Outros transtornos mentais e comportamentais;Mato Grosso ;MT;104
datasus;internações;2022;Demência;Goiás;GO;61
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Goiás;GO;1005
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Goiás;GO;1274
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Goiás;GO;2422
datasus;internações;2022;Transtornos de humor [afetivos];Goiás;GO;3147
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Goiás;GO;204
datasus;internações;2022;Retardo mental;Goiás;GO;56
datasus;internações;2022;Outros transtornos mentais e comportamentais;Goiás;GO;405
datasus;internações;2022;Demência;Distrito Federal;DF;130
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de álcool;Distrito Federal;DF;601
datasus;internações;2022;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Distrito Federal;DF;400
datasus;internações;2022;Esquizofrenia, transtornos esquizotípicos e delirantes;Distrito Federal;DF;983
datasus;internações;2022;Transtornos de humor [afetivos];Distrito Federal;DF;1489
datasus;internações;2022;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Distrito Federal;DF;325
datasus;internações;2022;Retardo mental;Distrito Federal;DF;97
datasus;internações;2022;Outros transtornos mentais e comportamentais;Distrito Federal;DF;678
