fonte;origem;ano;morbidade;estado;sigla_estado;casos
datasus;internações;2013;Transtornos de humor [afetivos];Pará;PA;334
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Pará;PA;3
datasus;internações;2013;Retardo mental;Pará;PA;116
datasus;internações;2013;Outros transtornos mentais e comportamentais;Pará;PA;100
datasus;internações;2013;Demência;Amapá;AP;-
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Amapá;AP;5
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Amapá;AP;3
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Amapá;AP;9
datasus;internações;2013;Transtornos de humor [afetivos];Amapá;AP;2
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Amapá;AP;11
datasus;internações;2013;Retardo mental;Amapá;AP;-
datasus;internações;2013;Outros transtornos mentais e comportamentais;Amapá;AP;14
datasus;internações;2013;Demência;Tocantins;TO;9
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Tocantins;TO;202
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Tocantins;TO;371
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Tocantins;TO;215
datasus;internações;2013;Transtornos de humor [afetivos];Tocantins;TO;142
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Tocantins;TO;1
datasus;internações;2013;Retardo mental;Tocantins;TO;17
datasus;internações;2013;Outros transtornos mentais e comportamentais;Tocantins;TO;38
datasus;internações;2013;Demência;Maranhão;MA;1
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Maranhão;MA;531
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Maranhão;MA;375
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Maranhão;MA;2193
datasus;internações;2013;Transtornos de humor [afetivos];Maranhão;MA;701
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Maranhão;MA;59
datasus;internações;2013;Retardo mental;Maranhão;MA;44
datasus;internações;2013;Outros transtornos mentais e comportamentais;Maranhão;MA;35
datasus;internações;2013;Demência;Piauí;PI;28
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Piauí;PI;223
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Piauí;PI;308
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Piauí;PI;1349
datasus;internações;2013;Transtornos de humor [afetivos];Piauí;PI;718
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Piauí;PI;12
datasus;internações;2013;Retardo mental;Piauí;PI;46
datasus;internações;2013;Outros transtornos mentais e comportamentais;Piauí;PI;78
datasus;internações;2013;Demência;Ceará;CE;16
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Ceará;CE;1076
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Ceará;CE;1626
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Ceará;CE;5380
datasus;internações;2013;Transtornos de humor [afetivos];Ceará;CE;1095
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Ceará;CE;35
datasus;internações;2013;Retardo mental;Ceará;CE;153
datasus;internações;2013;Outros transtornos mentais e comportamentais;Ceará;CE;222
datasus;internações;2013;Demência;Rio Grande do Norte;RN;4
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Norte;RN;511
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Norte;RN;517
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Norte;RN;1528
datasus;internações;2013;Transtornos de humor [afetivos];Rio Grande do Norte;RN;582
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Norte;RN;35
datasus;internações;2013;Retardo mental;Rio Grande do Norte;RN;33
datasus;internações;2013;Outros transtornos mentais e comportamentais;Rio Grande do Norte;RN;56
datasus;internações;2013;Demência;Paraíba;PB;11
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraíba;PB;1061
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraíba;PB;960
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraíba;PB;2978
datasus;internações;2013;Transtornos de humor [afetivos];Paraíba;PB;420
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraíba;PB;43
datasus;internações;2013;Retardo mental;Paraíba;PB;210
datasus;internações;2013;Outros transtornos mentais e comportamentais;Paraíba;PB;109
datasus;internações;2013;Demência;Pernambuco;PE;33
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Pernambuco;PE;1921
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Pernambuco;PE;434
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Pernambuco;PE;2997
datasus;internações;2013;Transtornos de humor [afetivos];Pernambuco;PE;874
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Pernambuco;PE;41
datasus;internações;2013;Retardo mental;Pernambuco;PE;366
datasus;internações;2013;Outros transtornos mentais e comportamentais;Pernambuco;PE;771
datasus;internações;2013;Demência;Alagoas;AL;6
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Alagoas;AL;676
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Alagoas;AL;593
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Alagoas;AL;3290
datasus;internações;2013;Transtornos de humor [afetivos];Alagoas;AL;418
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Alagoas;AL;14
datasus;internações;2013;Retardo mental;Alagoas;AL;127
datasus;internações;2013;Outros transtornos mentais e comportamentais;Alagoas;AL;85
datasus;internações;2013;Demência;Sergipe;SE;1
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Sergipe;SE;79
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Sergipe;SE;407
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Sergipe;SE;648
datasus;internações;2013;Transtornos de humor [afetivos];Sergipe;SE;194
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Sergipe;SE;11
datasus;internações;2013;Retardo mental;Sergipe;SE;32
datasus;internações;2013;Outros transtornos mentais e comportamentais;Sergipe;SE;45
datasus;internações;2013;Demência;Bahia;BA;37
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Bahia;BA;1239
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Bahia;BA;506
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Bahia;BA;2661
datasus;internações;2013;Transtornos de humor [afetivos];Bahia;BA;1128
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Bahia;BA;25
datasus;internações;2013;Retardo mental;Bahia;BA;88
datasus;internações;2013;Outros transtornos mentais e comportamentais;Bahia;BA;187
datasus;internações;2013;Demência;Minas Gerais;MG;186
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Minas Gerais;MG;4141
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Minas Gerais;MG;3490
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Minas Gerais;MG;7476
datasus;internações;2013;Transtornos de humor [afetivos];Minas Gerais;MG;2478
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Minas Gerais;MG;251
datasus;internações;2013;Retardo mental;Minas Gerais;MG;484
datasus;internações;2013;Outros transtornos mentais e comportamentais;Minas Gerais;MG;1770
datasus;internações;2013;Demência;Espírito Santo;ES;186
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Espírito Santo;ES;4141
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Espírito Santo;ES;3490
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Espírito Santo;ES;7476
datasus;internações;2013;Transtornos de humor [afetivos];Espírito Santo;ES;2478
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Espírito Santo;ES;251
datasus;internações;2013;Retardo mental;Espírito Santo;ES;484
datasus;internações;2013;Outros transtornos mentais e comportamentais;Espírito Santo;ES;1770
datasus;internações;2013;Demência;Rio de Janeiro;RJ;809
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio de Janeiro;RJ;1028
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio de Janeiro;RJ;1123
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio de Janeiro;RJ;6984
datasus;internações;2013;Transtornos de humor [afetivos];Rio de Janeiro;RJ;2171
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio de Janeiro;RJ;83
datasus;internações;2013;Retardo mental;Rio de Janeiro;RJ;358
datasus;internações;2013;Outros transtornos mentais e comportamentais;Rio de Janeiro;RJ;890
datasus;internações;2013;Demência;São Paulo;SP;746
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;São Paulo;SP;11703
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;São Paulo;SP;14277
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;São Paulo;SP;22369
datasus;internações;2013;Transtornos de humor [afetivos];São Paulo;SP;10743
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";São Paulo;SP;654
datasus;internações;2013;Retardo mental;São Paulo;SP;1663
datasus;internações;2013;Outros transtornos mentais e comportamentais;São Paulo;SP;5771
datasus;internações;2013;Demência;Paraná;PR;70
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraná;PR;6002
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraná;PR;4762
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraná;PR;6283
datasus;internações;2013;Transtornos de humor [afetivos];Paraná;PR;5037
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraná;PR;209
datasus;internações;2013;Retardo mental;Paraná;PR;336
datasus;internações;2013;Outros transtornos mentais e comportamentais;Paraná;PR;1311
datasus;internações;2013;Demência;Santa Catarina;SC;147
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Santa Catarina;SC;3757
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Santa Catarina;SC;2567
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Santa Catarina;SC;2588
datasus;internações;2013;Transtornos de humor [afetivos];Santa Catarina;SC;3328
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Santa Catarina;SC;127
datasus;internações;2013;Retardo mental;Santa Catarina;SC;137
datasus;internações;2013;Outros transtornos mentais e comportamentais;Santa Catarina;SC;497
datasus;internações;2013;Demência;Rio Grande do Sul;RS;469
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Sul;RS;7853
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Sul;RS;11127
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Sul;RS;5500
datasus;internações;2013;Transtornos de humor [afetivos];Rio Grande do Sul;RS;9634
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Sul;RS;295
datasus;internações;2013;Retardo mental;Rio Grande do Sul;RS;326
datasus;internações;2013;Outros transtornos mentais e comportamentais;Rio Grande do Sul;RS;1379
datasus;internações;2013;Demência;Mato Grosso do Sul;MS;80
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso do Sul;MS;443
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso do Sul;MS;618
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso do Sul;MS;701
datasus;internações;2013;Transtornos de humor [afetivos];Mato Grosso do Sul;MS;480
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso do Sul;MS;35
datasus;internações;2013;Retardo mental;Mato Grosso do Sul;MS;79
datasus;internações;2013;Outros transtornos mentais e comportamentais;Mato Grosso do Sul;MS;198
datasus;internações;2013;Demência;Mato Grosso ;MT;-
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso ;MT;349
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso ;MT;639
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso ;MT;785
datasus;internações;2013;Transtornos de humor [afetivos];Mato Grosso ;MT;112
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso ;MT;1
datasus;internações;2013;Retardo mental;Mato Grosso ;MT;28
datasus;internações;2013;Outros transtornos mentais e comportamentais;Mato Grosso ;MT;25
datasus;internações;2013;Demência;Goiás;GO;38
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Goiás;GO;2954
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Goiás;GO;2493
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Goiás;GO;3742
datasus;internações;2013;Transtornos de humor [afetivos];Goiás;GO;3224
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Goiás;GO;88
datasus;internações;2013;Retardo mental;Goiás;GO;300
datasus;internações;2013;Outros transtornos mentais e comportamentais;Goiás;GO;830
datasus;internações;2013;Demência;Distrito Federal;DF;2
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de álcool;Distrito Federal;DF;393
datasus;internações;2013;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Distrito Federal;DF;235
datasus;internações;2013;Esquizofrenia, transtornos esquizotípicos e delirantes;Distrito Federal;DF;2051
datasus;internações;2013;Transtornos de humor [afetivos];Distrito Federal;DF;822
datasus;internações;2013;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Distrito Federal;DF;113
datasus;internações;2013;Retardo mental;Distrito Federal;DF;86
datasus;internações;2013;Outros transtornos mentais e comportamentais;Distrito Federal;DF;132
