fonte;origem;ano;morbidade;estado;sigla_estado;casos
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Roraima;RR;3
datasus;internações;2016;Retardo mental;Roraima;RR;22
datasus;internações;2016;Outros transtornos mentais e comportamentais;Roraima;RR;65
datasus;internações;2016;Demência;Pará;PA;22
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Pará;PA;78
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Pará;PA;228
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Pará;PA;1893
datasus;internações;2016;Transtornos de humor [afetivos];Pará;PA;438
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Pará;PA;6
datasus;internações;2016;Retardo mental;Pará;PA;36
datasus;internações;2016;Outros transtornos mentais e comportamentais;Pará;PA;108
datasus;internações;2016;Demência;Amapá;AP;1
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Amapá;AP;1
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Amapá;AP;3
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Amapá;AP;49
datasus;internações;2016;Transtornos de humor [afetivos];Amapá;AP;18
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Amapá;AP;5
datasus;internações;2016;Retardo mental;Amapá;AP;-
datasus;internações;2016;Outros transtornos mentais e comportamentais;Amapá;AP;4
datasus;internações;2016;Demência;Tocantins;TO;13
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Tocantins;TO;136
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Tocantins;TO;169
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Tocantins;TO;217
datasus;internações;2016;Transtornos de humor [afetivos];Tocantins;TO;188
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Tocantins;TO;8
datasus;internações;2016;Retardo mental;Tocantins;TO;51
datasus;internações;2016;Outros transtornos mentais e comportamentais;Tocantins;TO;81
datasus;internações;2016;Demência;Maranhão;MA;5
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Maranhão;MA;683
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Maranhão;MA;571
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Maranhão;MA;2045
datasus;internações;2016;Transtornos de humor [afetivos];Maranhão;MA;908
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Maranhão;MA;74
datasus;internações;2016;Retardo mental;Maranhão;MA;131
datasus;internações;2016;Outros transtornos mentais e comportamentais;Maranhão;MA;48
datasus;internações;2016;Demência;Piauí;PI;30
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Piauí;PI;273
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Piauí;PI;433
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Piauí;PI;1004
datasus;internações;2016;Transtornos de humor [afetivos];Piauí;PI;459
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Piauí;PI;24
datasus;internações;2016;Retardo mental;Piauí;PI;26
datasus;internações;2016;Outros transtornos mentais e comportamentais;Piauí;PI;137
datasus;internações;2016;Demência;Ceará;CE;67
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Ceará;CE;801
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Ceará;CE;1522
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Ceará;CE;4176
datasus;internações;2016;Transtornos de humor [afetivos];Ceará;CE;986
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Ceará;CE;31
datasus;internações;2016;Retardo mental;Ceará;CE;224
datasus;internações;2016;Outros transtornos mentais e comportamentais;Ceará;CE;184
datasus;internações;2016;Demência;Rio Grande do Norte;RN;3
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Norte;RN;203
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Norte;RN;195
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Norte;RN;1414
datasus;internações;2016;Transtornos de humor [afetivos];Rio Grande do Norte;RN;604
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Norte;RN;31
datasus;internações;2016;Retardo mental;Rio Grande do Norte;RN;32
datasus;internações;2016;Outros transtornos mentais e comportamentais;Rio Grande do Norte;RN;69
datasus;internações;2016;Demência;Paraíba;PB;6
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraíba;PB;490
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraíba;PB;474
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraíba;PB;1995
datasus;internações;2016;Transtornos de humor [afetivos];Paraíba;PB;664
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraíba;PB;46
datasus;internações;2016;Retardo mental;Paraíba;PB;159
datasus;internações;2016;Outros transtornos mentais e comportamentais;Paraíba;PB;162
datasus;internações;2016;Demência;Pernambuco;PE;86
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Pernambuco;PE;1570
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Pernambuco;PE;573
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Pernambuco;PE;2199
datasus;internações;2016;Transtornos de humor [afetivos];Pernambuco;PE;823
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Pernambuco;PE;60
datasus;internações;2016;Retardo mental;Pernambuco;PE;385
datasus;internações;2016;Outros transtornos mentais e comportamentais;Pernambuco;PE;479
datasus;internações;2016;Demência;Alagoas;AL;4
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Alagoas;AL;553
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Alagoas;AL;465
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Alagoas;AL;1785
datasus;internações;2016;Transtornos de humor [afetivos];Alagoas;AL;389
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Alagoas;AL;56
datasus;internações;2016;Retardo mental;Alagoas;AL;171
datasus;internações;2016;Outros transtornos mentais e comportamentais;Alagoas;AL;256
datasus;internações;2016;Demência;Sergipe;SE;2
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Sergipe;SE;470
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Sergipe;SE;519
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Sergipe;SE;817
datasus;internações;2016;Transtornos de humor [afetivos];Sergipe;SE;264
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Sergipe;SE;5
datasus;internações;2016;Retardo mental;Sergipe;SE;47
datasus;internações;2016;Outros transtornos mentais e comportamentais;Sergipe;SE;41
datasus;internações;2016;Demência;Bahia;BA;53
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Bahia;BA;1123
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Bahia;BA;316
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Bahia;BA;1916
datasus;internações;2016;Transtornos de humor [afetivos];Bahia;BA;989
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Bahia;BA;48
datasus;internações;2016;Retardo mental;Bahia;BA;71
datasus;internações;2016;Outros transtornos mentais e comportamentais;Bahia;BA;186
datasus;internações;2016;Demência;Minas Gerais;MG;292
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Minas Gerais;MG;3218
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Minas Gerais;MG;1869
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Minas Gerais;MG;4613
datasus;internações;2016;Transtornos de humor [afetivos];Minas Gerais;MG;2062
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Minas Gerais;MG;196
datasus;internações;2016;Retardo mental;Minas Gerais;MG;474
datasus;internações;2016;Outros transtornos mentais e comportamentais;Minas Gerais;MG;1651
datasus;internações;2016;Demência;Espírito Santo;ES;10
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Espírito Santo;ES;256
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Espírito Santo;ES;292
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Espírito Santo;ES;365
datasus;internações;2016;Transtornos de humor [afetivos];Espírito Santo;ES;209
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Espírito Santo;ES;23
datasus;internações;2016;Retardo mental;Espírito Santo;ES;58
datasus;internações;2016;Outros transtornos mentais e comportamentais;Espírito Santo;ES;108
datasus;internações;2016;Demência;Rio de Janeiro;RJ;751
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio de Janeiro;RJ;758
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio de Janeiro;RJ;635
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio de Janeiro;RJ;5430
datasus;internações;2016;Transtornos de humor [afetivos];Rio de Janeiro;RJ;2046
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio de Janeiro;RJ;162
datasus;internações;2016;Retardo mental;Rio de Janeiro;RJ;275
datasus;internações;2016;Outros transtornos mentais e comportamentais;Rio de Janeiro;RJ;674
datasus;internações;2016;Demência;São Paulo;SP;627
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;São Paulo;SP;8230
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;São Paulo;SP;9261
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;São Paulo;SP;19742
datasus;internações;2016;Transtornos de humor [afetivos];São Paulo;SP;10245
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";São Paulo;SP;763
datasus;internações;2016;Retardo mental;São Paulo;SP;1716
datasus;internações;2016;Outros transtornos mentais e comportamentais;São Paulo;SP;5224
datasus;internações;2016;Demência;Paraná;PR;47
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Paraná;PR;5169
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Paraná;PR;4627
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Paraná;PR;5351
datasus;internações;2016;Transtornos de humor [afetivos];Paraná;PR;3763
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Paraná;PR;202
datasus;internações;2016;Retardo mental;Paraná;PR;430
datasus;internações;2016;Outros transtornos mentais e comportamentais;Paraná;PR;1304
datasus;internações;2016;Demência;Santa Catarina;SC;148
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Santa Catarina;SC;3621
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Santa Catarina;SC;2306
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Santa Catarina;SC;2810
datasus;internações;2016;Transtornos de humor [afetivos];Santa Catarina;SC;3942
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Santa Catarina;SC;189
datasus;internações;2016;Retardo mental;Santa Catarina;SC;178
datasus;internações;2016;Outros transtornos mentais e comportamentais;Santa Catarina;SC;605
datasus;internações;2016;Demência;Rio Grande do Sul;RS;329
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Rio Grande do Sul;RS;7226
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Rio Grande do Sul;RS;9083
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Rio Grande do Sul;RS;5545
datasus;internações;2016;Transtornos de humor [afetivos];Rio Grande do Sul;RS;10720
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Rio Grande do Sul;RS;620
datasus;internações;2016;Retardo mental;Rio Grande do Sul;RS;543
datasus;internações;2016;Outros transtornos mentais e comportamentais;Rio Grande do Sul;RS;1567
datasus;internações;2016;Demência;Mato Grosso do Sul;MS;30
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso do Sul;MS;269
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso do Sul;MS;281
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso do Sul;MS;527
datasus;internações;2016;Transtornos de humor [afetivos];Mato Grosso do Sul;MS;505
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso do Sul;MS;22
datasus;internações;2016;Retardo mental;Mato Grosso do Sul;MS;42
datasus;internações;2016;Outros transtornos mentais e comportamentais;Mato Grosso do Sul;MS;221
datasus;internações;2016;Demência;Mato Grosso ;MT;5
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Mato Grosso ;MT;372
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Mato Grosso ;MT;588
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Mato Grosso ;MT;821
datasus;internações;2016;Transtornos de humor [afetivos];Mato Grosso ;MT;209
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Mato Grosso ;MT;15
datasus;internações;2016;Retardo mental;Mato Grosso ;MT;19
datasus;internações;2016;Outros transtornos mentais e comportamentais;Mato Grosso ;MT;53
datasus;internações;2016;Demência;Goiás;GO;29
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Goiás;GO;1766
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Goiás;GO;1075
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Goiás;GO;2776
datasus;internações;2016;Transtornos de humor [afetivos];Goiás;GO;3153
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Goiás;GO;84
datasus;internações;2016;Retardo mental;Goiás;GO;124
datasus;internações;2016;Outros transtornos mentais e comportamentais;Goiás;GO;520
datasus;internações;2016;Demência;Distrito Federal;DF;65
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de álcool;Distrito Federal;DF;553
datasus;internações;2016;Transtornos mentais e comportamentais devidos ao uso de outras substâncias psicoativas;Distrito Federal;DF;342
datasus;internações;2016;Esquizofrenia, transtornos esquizotípicos e delirantes;Distrito Federal;DF;1579
datasus;internações;2016;Transtornos de humor [afetivos];Distrito Federal;DF;934
datasus;internações;2016;"Transtornos neuróticos e relacionados com ""stress"" e transtornos somatoformes";Distrito Federal;DF;132
datasus;internações;2016;Retardo mental;Distrito Federal;DF;122
datasus;internações;2016;Outros transtornos mentais e comportamentais;Distrito Federal;DF;322
